Gene.symbol	Gene.ID	adj.P.Val	logFC
MPL	4352	1.29210108798095e-08	1.27030902004762
		1.31804173683865e-08	1.16788854695465
BACE1	23621	1.33011099926928e-08	1.40192748119955
ATP5B	506	1.37015326258466e-08	0.90613410601134
TBC1D10A	83874	1.38597289070048e-08	-1.24669711735374
ZNF660	285349	1.39006901255756e-08	2.01668654406236
		1.39738676343051e-08	1.63645199656916
LOC100130744	100130744	1.40148632036523e-08	-1.15259168088209
ERG	2078	1.40148632036523e-08	3.71863879951814
		1.40897937793867e-08	-2.82076337907936
RNF111	54778	1.47495384757072e-08	-1.183555271517
GRK5	2869	1.48128436331388e-08	-2.29230350931859
PCGF5	84333	1.50608920721088e-08	-1.32610161984467
SPC24	147841	1.50608920721088e-08	1.57152470454649
GUSB	2990	1.50608920721088e-08	1.34113647206916
ZNF217	7764	1.51443953302269e-08	-1.04566550059297
SIN3B	23309	1.51949098816281e-08	-0.71648159215646
HIST1H2AH	85235	1.54978963323389e-08	2.03735780622562
TMEM144	55314	1.55276219325076e-08	2.11011544506236
VNN2	8875	1.60791036358567e-08	-3.02284771403628
TRIM4	89122	1.69807344168249e-08	-1.11597415805442
SAP30L	79685	1.69807344168249e-08	-0.816452141827663
PSMA6	5687	1.72261182377644e-08	1.22651673583447
CAPNS1	826	1.72261182377644e-08	0.908768467241499
		1.76094937153785e-08	-1.19517690221769
ATM	472	1.77697816624662e-08	-1.40868605940362
TNRC6C	57690	1.78151615525161e-08	-1.64153678674149
TUBA1B	10376	1.82902718920069e-08	0.854647764908163
BET1L	51272	1.82902718920069e-08	-0.920703952558952
INPP5K	51763	1.88552424727027e-08	-0.925497785866209
TMEM97	27346	1.93636499942113e-08	1.64084099125737
HLA-F///HLA-B	3134///3106	1.94790387799523e-08	-2.70225779257937
NFKB2	4791	1.96838642366189e-08	-1.16572888619954
DNM1L	10059	1.99553365262499e-08	1.24885781984807
EIF2AK4	440275	2.06323608099934e-08	1.36073802414853
ERBIN	55914	2.09569449948753e-08	-1.30106296708163
TNFRSF14	8764	2.09945495289811e-08	-1.24890364181746
ACTG1	71	2.10570153259543e-08	0.636103377653065
RBL2	5934	2.12203332539856e-08	-1.19111282665079
RCC2	55920	2.13067746113419e-08	1.05929675937755
MMP19	4327	2.1775979147681e-08	0.94428919557143
ATAD5	79915	2.27789097047496e-08	1.35574430112245
		2.2933381666288e-08	1.24010592833106
TARBP1	6894	2.29503184415161e-08	1.96877296225737
		2.30464213352653e-08	-1.2329967079229
PSMA1	5682	2.34166076557042e-08	1.07057862966893
PYGM	5837	2.34774548975704e-08	-1.45867855052721
ANKRD44	91526	2.43514686328583e-08	-1.99129396085374
RXFP1	59350	2.43514686328583e-08	2.17158276776984
ANKRD50	57182	2.46267368857431e-08	2.2822594224093
PCSK7	9159	2.46267368857431e-08	-1.10060173687982
IL16	3603	2.46267368857431e-08	-1.30454265421088
PIEZO2	63895	2.5149213672038e-08	1.58931639140816
ADGRL3	23284	2.52659341631116e-08	1.68116452851361
EXTL2	2135	2.65716016850736e-08	1.6121193638424
HNRNPA1P6///HNRNPA1P33///HNRNPA1P27///HNRNPA1P10///HNRNPA1L2///HNRNPA1	729423///728643///664721///664709///144983///3178	2.67182090841885e-08	1.39668847275057
MALT1	10892	2.67182090841885e-08	-1.55232164796372
CAT	847	2.71443675194326e-08	1.70498036346485
TNFAIP1	7126	2.71731304853349e-08	-0.881716109092967
TOM1L1	10040	2.74354260934823e-08	2.2119411952551
CHKA	1119	2.75252031367411e-08	1.40960556317801
BTN3A2	11118	2.75975442195902e-08	-1.62674160715533
GOLGA8R///GOLGA8O///GOLGA8N	101059918///728047///643699	2.76728456520378e-08	2.66116588276758
BSG	682	2.79329288852148e-08	1.28914738652494
SDC4///ROS1	6385///6098	2.87331591884369e-08	1.57375512278798
		3.02702542530694e-08	-1.10885394344331
LOC100996333///ADGRA3	100996333///166647	3.11265718681452e-08	2.8340477885034
HOXB-AS3	404266	3.1363292990595e-08	0.721783871108842
PDGFC	56034	3.13716439457461e-08	2.35481540587869
SELT	51714	3.14995209164964e-08	-0.902984632054419
CDKL5	6792	3.16920203828355e-08	-1.85605496991043
TMEM140	55281	3.25446224007943e-08	-2.0537792825839
PIEZO2	63895	3.28864440812374e-08	1.72979309921542
SEMA4B	10509	3.38159653618444e-08	-1.41817063023356
ANKRD13A	88455	3.39441413213858e-08	-1.09724768922789
REM2	161253	3.42793996043538e-08	-1.60742502130272
IL3RA	3563	3.47341772744683e-08	1.9106070164898
FBXO8	26269	3.48275482214744e-08	-0.969189512800453
SNORD78	692198	3.60264692825353e-08	1.69198702829819
PARP2	10038	3.64007528613397e-08	1.40002856204535
POLD4	57804	3.67074541410063e-08	-1.02182875939909
		3.83801092836988e-08	-1.64013117589002
ATF3	467	3.88897381802805e-08	2.0614442760839
S1PR4	8698	3.93436658462607e-08	-1.84903891764966
ZMAT5	55954	3.9855374340453e-08	-0.689245051027211
ATP13A3	79572	4.00908706672245e-08	1.18665510316213
CTPS1	1503	4.0385949445679e-08	1.69105491816893
RAB7B	338382	4.04391894765375e-08	0.800357542376418
		4.12594376635971e-08	-1.02531327317574
POLE	5426	4.18324849546322e-08	1.01355206199093
		4.20795985675232e-08	2.19867663939456
AVIL	10677	4.20795985675232e-08	-1.46320753797846
RALGAPB	57148	4.23400354657979e-08	-0.563073295495462
SCYL3	57147	4.30904232922606e-08	-1.03698179529478
STK17A	9263	4.30904232922606e-08	-1.74872272131179
FAM218A	152756	4.34173935234217e-08	-1.07218370487188
TMC6	11322	4.35303474685578e-08	-0.970284204823129
		4.40523632901356e-08	-1.41505363290816
CKAP5	9793	4.43125887082385e-08	1.39055137867574
ASB6	140459	4.50090034680527e-08	-0.799690631975055
PLK1	5347	4.51561540394724e-08	1.91021684922676
		4.51561540394724e-08	0.8368949318288
MAML2///MAML2	84441///84441	4.51585390118029e-08	-3.03228845008163
MYCN	4613	4.61272522589822e-08	2.25336346476758
		4.71137547238849e-08	2.11184578341837
KLHL22	84861	4.74674576995455e-08	-0.904747042487528
IL4R	3566	4.76697311765718e-08	-1.97038027790023
PP13439	100128046	4.78534214208644e-08	1.82921319065079
SP140	11262	4.91941175100138e-08	-2.30392633617687
CALCRL	10203	4.93375316123369e-08	2.26861982802948
VRK3	51231	5.10700208263389e-08	-0.670772409123582
XPO6	23214	5.21030363494507e-08	-1.22332166024263
CPSF3	51692	5.21609916353261e-08	1.28133702863945
SLC35E2B	728661	5.27566927753061e-08	-0.804608371880952
TEX30	93081	5.28687190900333e-08	1.66368339228231
		5.33557522553639e-08	1.01857633162132
KNTC1	9735	5.40030049273822e-08	1.33667071995352
LOC100131826	100131826	5.43221576353031e-08	1.9573809174025
LIG3	3980	5.43221576353031e-08	1.00269265025737
VAPB	9217	5.47862958977968e-08	-0.694494975150793
		5.4986684246055e-08	1.03515545570522
SEMA4D	10507	5.55135864238963e-08	-1.19214464721542
LINS1	55180	5.6576566634701e-08	-1.19254579738662
DKK3	27122	5.67054761869744e-08	-0.830124801157595
SIL1	64374	5.67054761869744e-08	0.833892458335598
		5.69542990760618e-08	1.42847122210091
TROAP	10024	5.83725114889421e-08	1.26070622407596
G6PC3	92579	5.92905530719689e-08	1.15231298354649
HDLBP	3069	5.92905530719689e-08	0.776226100970524
FBXL14	144699	5.92905530719689e-08	-0.709693388953513
CIR1	9541	5.92905530719689e-08	-1.33782098765873
RAB13	5872	5.92957155198558e-08	2.39548287940476
AMN1	196394	6.04637746504005e-08	-1.67038877801247
		6.04637746504005e-08	1.2368226222381
		6.11023795118322e-08	1.69131377973016
SLC43A3///PRG2	29015///5553	6.26549474604887e-08	1.70257236978799
ANKRD37	353322	6.30509994921492e-08	-0.893005174217686
AK2	204	6.32440237334096e-08	1.11943350592177
ZFAND2A	90637	6.34775661989339e-08	-0.955378042683671
SCARB1	949	6.42608196756412e-08	1.50875737345465
		6.46383136588209e-08	2.06506985846939
GOLGA8R///GOLGA8DP///GOLGA8CP///GOLGA8O///GOLGA8M///GOLGA8K///GOLGA8T///GOLGA8J///GOLGA8S///GOLGA8N///GOLGA8EP///GOLGA8IP	101059918///100132979///729786///728047///653720///653125///653075///653073///653061///643699///390535///283796	6.54349782849398e-08	2.00696278840136
ANK3	288	6.5597791012674e-08	-1.94340943538889
CEP85	64793	6.7593053381115e-08	1.29500759308164
TMEM2	23670	6.7593053381115e-08	-1.90829679764626
OTULIN	90268	6.7593053381115e-08	-0.718145380904759
FXYD7	53822	6.8304607594543e-08	-0.714706591912698
EHD1	10938	6.9507204953307e-08	-1.20901766823129
		6.96424599580485e-08	-1.45414494523583
CC2D1B	200014	7.02262662885007e-08	-0.661514143624714
S100Z	170591	7.2489666162087e-08	2.62621064128345
TBC1D17	79735	7.2489666162087e-08	-0.727149189386618
CENPO	79172	7.25603059546491e-08	1.21773134413265
NCAPG2	54892	7.25858471714765e-08	1.7454433012347
LMNA	4000	7.2796528867775e-08	1.57332972708277
RPN2	6185	7.336880358049e-08	1.09475564791497
TMCO6	55374	7.45775370203363e-08	-0.807223213238091
TTC7B	145567	7.54941648169088e-08	1.92019685848073
		7.56219107847593e-08	1.51349681071202
HILPDA	29923	7.60310108335026e-08	1.27291346909524
FAM198B	51313	7.6405849225407e-08	2.37691364330272
AMDHD2	51005	7.68386893838472e-08	-0.694973352615646
SLC29A1	2030	7.6881828151518e-08	1.68888335604082
PHF1	5252	7.69684310209467e-08	-1.2994276499297
KIF21B	23046	7.72533465858399e-08	-1.48301762484807
SPG20-AS1	100507135	7.72533465858399e-08	1.21903789433787
ING3	54556	7.73730254804834e-08	-0.807047701907026
PARP12	64761	7.74294303623776e-08	-1.65983849209864
NUGGC	389643	7.74294303623776e-08	-1.34022931096032
		7.79387114341632e-08	-0.693267067210885
MMRN1	22915	7.81210542264276e-08	2.77742745314059
MORN3	283385	8.07027356299235e-08	-0.762272024404761
PROM1	8842	8.09449492555896e-08	3.50223780437982
PFAS	5198	8.11844037587336e-08	1.03402248146145
TMEM175	84286	8.13430582200755e-08	-0.942345603867345
RASSF5	83593	8.25541981057362e-08	-1.3879984475805
BRPF3	27154	8.45269750223147e-08	-0.917099284197273
RALGPS1	9649	8.52920182443712e-08	-1.07094312996145
TPRG1L	127262	8.55840099280411e-08	-0.992291356490928
CKS2	1164	8.57755742150033e-08	1.59831472512132
RPS6KB2	6199	8.58968154643743e-08	-0.775976395074826
QPRT	23475	8.68449897519659e-08	1.26096567312245
TMTC4	84899	8.71170255237234e-08	1.26329796031746
ABCA7	10347	8.81187561142981e-08	-1.10444167521315
		8.86163367442702e-08	0.894479241756233
		8.89545612801583e-08	-1.14676150835487
CEP55	55165	8.9123848029975e-08	1.60427463340023
FCHO1	23149	8.95263044391299e-08	-0.943173570362809
CYFIP1	23191	8.95263044391299e-08	2.16909363388435
PLTP	5360	9.19837410124469e-08	2.09153848252834
TSTD2	158427	9.21507134796255e-08	1.10109303495352
SLC12A9	56996	9.28989219887603e-08	-1.35550596231066
ZNF496///ZNF496	84838///84838	9.59225240269173e-08	0.755338092214289
ZNF101	94039	9.6139101522146e-08	-1.45183821085487
PGBD3///ERCC6	267004///2074	9.79042336403432e-08	-0.711133981580494
SYNE2	23224	9.83023785717949e-08	-3.13220034974149
USP49	25862	1.00427293994536e-07	0.974204564318595
ELMOD3	84173	1.01648077515262e-07	-0.661001405939908
WDR41	55255	1.02082591576768e-07	1.62073995873923
GCSAML	148823	1.04340887243859e-07	2.80025297073696
TOM1L2	146691	1.04981039279391e-07	-0.846498451752833
		1.07613410290117e-07	-1.56254043998639
ST8SIA6	338596	1.07613410290117e-07	2.6207535990839
NCR1	9437	1.07613410290117e-07	-1.01626867869161
CLPB	81570	1.07774730506931e-07	1.04605299798186
XKR8	55113	1.07774730506931e-07	-1.43961920019728
CHURC1-FNTB///CHURC1	100529261///91612	1.08177575763358e-07	-0.885570270958046
LRRC41	10489	1.08781935106036e-07	0.919879122842402
STT3A	3703	1.10310913214413e-07	1.10079124559298
CENPW	387103	1.12804823640742e-07	1.67478788504762
CCSER2	54462	1.15536319803204e-07	-1.24190965398639
ACTA2-AS1	100132116	1.15657911461616e-07	-1.1790682937415
SELENBP1	8991	1.15976210002637e-07	1.77047268059864
PDPK1	5170	1.15976210002637e-07	-0.707702744285712
HERC2P4///HERC2P2///HERC2P3///HERC2	100289574///400322///283755///8924	1.16353386923687e-07	1.34691123924603
P2RY1	5028	1.18627004584542e-07	1.45152471845125
THAP1	55145	1.18627004584542e-07	-0.743187821122448
NT5DC3	51559	1.21757836929811e-07	1.63980311444218
MPPE1	65258	1.23116841041552e-07	-1.38723869874263
ZC3H6	376940	1.23550140001585e-07	-1.3089759475907
WRAP73	49856	1.24501712139685e-07	-0.794524052586167
ETS2	2114	1.27502215213941e-07	2.30725885835261
MICALL2	79778	1.27655001125875e-07	0.941368067092973
LIMD2	80774	1.28455542583935e-07	-1.10783981629025
TM2D3	80213	1.29355405627675e-07	-0.968834810739225
SPSB3	90864	1.29665737006139e-07	-0.605362882815189
WHSC1L1	54904	1.30629788406529e-07	-0.691488590748301
BCL10	8915	1.30721225177402e-07	-0.84050996304535
GSTP1///GSTP1	2950///2950	1.31550365143902e-07	1.56361451214172
		1.31550365143902e-07	1.85808733847846
GALNT7	51809	1.34586942106617e-07	1.08843695789002
RNASE3	6037	1.34867685448558e-07	2.26664119169955
ERP27	121506	1.35024606194609e-07	-2.16253504862698
FCMR	9214	1.35855648731426e-07	-3.1385934638322
ITGB8	3696	1.35887048368362e-07	1.16493102077438
ZBTB8B///ZBTB8A	728116///653121	1.35887048368362e-07	1.59690331776644
LOC729603	729603	1.37622138155878e-07	-1.76283631893083
MTHFD1L	25902	1.38460407106209e-07	1.19899460010091
PRG2	5553	1.38758195244123e-07	1.89638459668708
ARNTL	406	1.40165515726508e-07	-2.04550851806009
RAN	5901	1.40430366415694e-07	1.58895448293084
CDC14B	8555	1.40430563076854e-07	-0.929983668445576
HNRNPD	3184	1.40498335329751e-07	0.677743101916102
CCDC189	90835	1.40964401684319e-07	1.40631466764966
CARNS1	57571	1.41912326528335e-07	-0.742249564748299
CTSG	1511	1.42128063982763e-07	3.30185340424943
KRCC1	51315	1.42694073172995e-07	-1.44324787444444
MRPL45	84311	1.42694073172995e-07	1.43855232374264
AFMID	125061	1.45602345397481e-07	1.16880498706576
		1.46857273959926e-07	2.37648786159864
TNRC6B	23112	1.48532385852895e-07	-0.832028570359409
		1.48847137507756e-07	1.44225635267007
PLA2G4A	5321	1.49477244724422e-07	2.53690689356916
SLC6A16	28968	1.49847812311095e-07	-1.38714356391837
DNAJB4	11080	1.50100896262782e-07	1.62736918590703
		1.50951838946859e-07	-1.47964762437981
AUNIP	79000	1.51921352241397e-07	1.29248839194785
GTSE1	51512	1.52517316537849e-07	1.40884696901021
GFI1	2672	1.53778569901947e-07	1.75293543885828
HSP90AB1	3326	1.53910694802445e-07	1.81485625781407
IFT140///IFT140	9742///9742	1.53910694802445e-07	0.52158804314966
TMOD4	29765	1.54569516821415e-07	-0.685972262218822
PTGR1	22949	1.54735376936848e-07	1.68143568281406
TTF2	8458	1.55971329587067e-07	1.29125527858504
		1.56165635417266e-07	2.0203517395907
		1.60519797744872e-07	1.49350828606576
PLXNB2	23654	1.62465040604944e-07	2.53162028295919
FAM134B	54463	1.68309292671534e-07	-2.2197034029297
		1.68309292671534e-07	-1.46266525086508
SLC26A11	284129	1.69404774876579e-07	-0.950453073537417
RPL21P44	402176	1.69404774876579e-07	-1.12214629707029
LOC728392///NLRP1	728392///22861	1.74271315948718e-07	-1.75707584907256
MGLL	11343	1.75647073174595e-07	1.54022881886735
MTCH2	23788	1.75647073174595e-07	1.16459267396599
GPX1	2876	1.7708156610537e-07	2.04970586395465
ZNF394	84124	1.77731034367306e-07	-1.08486049841384
ARHGAP45	23526	1.7876639771156e-07	-1.09497635026077
LRP5	4041	1.8033566324707e-07	1.13310071163606
MLEC	9761	1.80516920080749e-07	1.28869866658163
JAK1	3716	1.81041075318118e-07	-1.12473585364286
SUV39H2	79723	1.82101606288868e-07	1.51269238286848
ZNF354A	6940	1.9065963765047e-07	-1.30151112481406
PDIA3P1///PDIA3	171423///2923	1.9591704067948e-07	1.80551421600227
GOLGA8R///GOLGA8O///GOLGA8M///GOLGA8K///GOLGA8T///GOLGA8J///GOLGA8S///GOLGA8N///GOLGA8EP	101059918///728047///653720///653125///653075///653073///653061///643699///390535	1.98991505768445e-07	2.21741409829026
PDE3A	5139	2.01067720251076e-07	0.841704900297054
PCED1B	91523	2.0470234916588e-07	-1.93538346729138
PLCXD1	55344	2.05939257339404e-07	1.35119596526418
IL24	11009	2.08658677795223e-07	-0.78671691446712
CENPP	401541	2.08658677795223e-07	1.00441737393764
SEPT11	55752	2.10804105816588e-07	1.87587972209411
ABL1	25	2.1086749260912e-07	0.846640394954649
LINC00921	283876	2.12636517165434e-07	-1.55565102527438
		2.1556859954022e-07	0.832421847501138
LINC01000///LINC00266-1	402483///140849	2.15868429172461e-07	-0.966027846174601
C1orf132///MIR29C	100128537///407026	2.26185907042018e-07	-1.92200192268481
RXRB	6257	2.26274556262914e-07	-0.603388149488658
FGD3	89846	2.30595674971672e-07	-1.44419935907936
ELANE	1991	2.30595674971672e-07	2.46212724019615
TMSB4XP6///TMSB4XP2///TMSB4XP1///TMSB4X	7120///7116///7115///7114	2.31968616703647e-07	-0.805719901031747
ALDOC	230	2.358696269704e-07	-1.62344639076757
		2.36025529824703e-07	1.62370504604989
GINS3	64785	2.39177460877756e-07	1.41005554280159
AMOTL1	154810	2.43889119719047e-07	1.65615637356689
ZNF721	170960	2.46358898886162e-07	-1.38934925399886
SFPQ	6421	2.49203096400075e-07	0.869794071680277
RFX8	731220	2.50038079170997e-07	1.79313764221089
FCRL3	115352	2.50038079170997e-07	-2.43354527426531
C4orf46	201725	2.52821141120662e-07	1.36794961087302
POLM	27434	2.55902610169471e-07	-0.888219258944441
RPF2	84154	2.58791509842112e-07	1.57750185111225
RNASE2	6036	2.58791509842112e-07	3.93552028796259
PITPNC1	26207	2.58878429101228e-07	-2.23193438609183
PP12719	100653022	2.61573665204106e-07	-1.37352950837868
POLA1	5422	2.61573665204106e-07	1.53866690862359
HNRNPL	3191	2.62011398512524e-07	0.537434713566894
LTB	4050	2.6212757161977e-07	-0.816032013806121
TPM4	7171	2.6300859170743e-07	1.27049554186394
FAM102A	399665	2.69221114709431e-07	-2.18612387670294
CENPE	1062	2.79691370814622e-07	1.43771482732767
ZNF641	121274	2.84881882752361e-07	-1.35057490877891
CCDC3	83643	2.84881882752361e-07	0.898548119699548
ATG9A	79065	2.85604350962333e-07	-0.783924226332201
ZBED4	9889	2.91116665895357e-07	0.877945129521547
PSMB2	5690	2.91345561318832e-07	0.795598953383225
CMBL	134147	2.9135638093097e-07	2.25167983868027
ENO1	2023	2.92327079142142e-07	1.40396178195465
MSX2P1	55545	2.93639710558725e-07	-0.957497539649661
		2.94087982694091e-07	1.1853847292483
MITF	4286	3.00924680674649e-07	1.3506280004263
GRIK5	2901	3.01838384444555e-07	1.75391534944105
CYB561D2	11068	3.01838384444555e-07	-0.69323753468821
HIST1H2AG	8969	3.07151489029585e-07	1.47904124120635
CCNA1	8900	3.13797835980504e-07	2.31671020398073
CDC42SE1	56882	3.19488605640376e-07	-1.2841516309229
SP110	3431	3.1972192870211e-07	-1.93830088385147
YWHAE	7531	3.27178222337263e-07	1.09364355314853
ZFP36L1	677	3.41309920901157e-07	-2.42089885633333
KIF9	64147	3.41331884212089e-07	0.883499570626984
MACC1	346389	3.41331884212089e-07	2.53140293629252
JADE2	23338	3.47073644314361e-07	-0.964566709087301
SLC17A9	63910	3.4837930259361e-07	1.70286403080952
RBSN	64145	3.68246118655834e-07	-0.805482181081631
TTC33	23548	3.74404557074474e-07	-1.02107086177891
APEX1	328	3.76642290476179e-07	1.49894966679819
IRAK4	51135	3.81678920113088e-07	-1.02666090208163
		3.81886549501961e-07	0.819731869512474
FABP5P3///FABP5	220832///2171	3.86919076885969e-07	2.18555297079252
TFR2	7036	3.87835232249183e-07	1.29959887229705
IQSEC1	9922	3.88508371809339e-07	-1.80696462268934
OBSL1	23363	3.89703859661725e-07	0.913505659665534
PSMD3	5709	3.94271816867018e-07	0.742853631811792
HOXB6	3216	3.95187464488811e-07	1.0332102789025
		3.9785443547476e-07	1.72885427486168
		4.0332434922835e-07	1.60412450430386
IRF9	10379	4.04825887022026e-07	-1.30714599659297
NEK2	4751	4.06124469093169e-07	1.40870902127891
		4.13400043010187e-07	1.60161052387982
METAP2	10988	4.16721641843858e-07	1.60379139971769
		4.16721641843858e-07	-0.873128636096371
		4.25146954212707e-07	2.78039195825511
LOC100131541	100131541	4.28954344550625e-07	-2.07188390227211
SGO2	151246	4.28954344550625e-07	1.43167295602267
		4.29642794513059e-07	1.01891817879592
TSGA13///COPG2	114960///26958	4.29642794513059e-07	0.79697861413152
HMGB2	3148	4.34127632394309e-07	1.24787440879252
BTN3A3	10384	4.38417185842243e-07	-1.53784739955442
		4.42789818647419e-07	0.923933860362814
PSIP1	11168	4.43309661020022e-07	-1.13553113372109
ALS2	57679	4.46214451043614e-07	1.34861451066667
		4.49125392458131e-07	1.63295868531973
MS4A4A	51338	4.53837360467856e-07	1.82160314257483
FAM81B	153643	4.55081212017206e-07	0.743752411551022
		4.55081212017206e-07	-1.05698760456803
SPINK2	6691	4.56006023687149e-07	2.24637303118934
KIF4B///KIF4A	285643///24137	4.58046479819502e-07	1.29674081636168
CYBRD1	79901	4.61577166567484e-07	2.89213288310317
NME4	4833	4.63854602476769e-07	1.00757558822336
PRKD2	25865	4.65783373444209e-07	-1.55113699268027
PHF8	23133	4.67485697704909e-07	-0.632371798552152
SGMS2	166929	4.67580894728497e-07	2.10207754770862
DCTPP1	79077	4.70554280789028e-07	1.32512609054649
NLRP6	171389	4.74533391080392e-07	-1.42862976370521
MAP2K4	6416	4.74533391080392e-07	-1.11358158319841
KDM7A	80853	4.74533391080392e-07	-1.97670655044217
